<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.06.03	17:13:00	4454.84	4456.67	4453.94	4454.04	358	0	29
2026.06.03	17:14:00	4453.99	4456.46	4453.70	4454.45	370	0	28
2026.06.03	17:15:00	4454.59	4455.61	4451.16	4452.88	403	0	26
2026.06.03	17:16:00	4452.90	4458.78	4452.90	4455.25	361	0	24
2026.06.03	17:17:00	4455.22	4455.67	4451.63	4452.81	379	0	29
2026.06.03	17:18:00	4452.79	4453.24	4450.11	4451.08	379	0	29
2026.06.03	17:19:00	4451.15	4451.25	4445.94	4449.03	428	0	24
2026.06.03	17:20:00	4448.01	4450.11	4446.79	4449.19	452	0	24
2026.06.03	17:21:00	4449.20	4450.43	4447.89	4448.60	383	0	24
2026.06.03	17:22:00	4448.61	4451.51	4447.71	4451.51	340	0	30
2026.06.03	17:23:00	4451.47	4451.47	4447.02	4447.02	374	0	30
2026.06.03	17:24:00	4446.99	4449.91	4446.83	4449.55	337	0	30
2026.06.03	17:25:00	4449.53	4449.90	4446.90	4447.65	347	0	30
2026.06.03	17:26:00	4447.60	4449.65	4447.04	4447.08	334	0	27
2026.06.03	17:27:00	4446.96	4448.82	4446.38	4448.38	336	0	30
2026.06.03	17:28:00	4448.20	4449.52	4447.83	4449.45	312	0	30
2026.06.03	17:29:00	4449.57	4452.14	4449.20	4451.93	281	0	29
2026.06.03	17:30:00	4451.92	4453.24	4450.30	4450.62	397	0	29
2026.06.03	17:31:00	4450.56	4452.41	4450.33	4450.33	336	0	28
2026.06.03	17:32:00	4450.36	4450.96	4448.23	4448.50	442	0	30
2026.06.03	17:33:00	4448.44	4449.71	4447.48	4449.02	345	0	30
2026.06.03	17:34:00	4449.12	4449.26	4447.43	4449.07	322	0	30
2026.06.03	17:35:00	4449.11	4451.42	4449.08	4450.31	309	0	30
2026.06.03	17:36:00	4450.27	4450.95	4448.93	4449.86	283	0	30
2026.06.03	17:37:00	4449.83	4453.44	4449.09	4452.44	365	0	27
2026.06.03	17:38:00	4452.57	4453.26	4450.38	4450.74	316	0	29
2026.06.03	17:39:00	4450.78	4452.12	4450.44	4451.76	283	0	26
2026.06.03	17:40:00	4451.80	4452.30	4449.03	4449.58	335	0	24
2026.06.03	17:41:00	4449.73	4451.27	4449.50	4451.01	305	0	26
2026.06.03	17:42:00	4450.86	4450.86	4447.07	4447.42	303	0	29
2026.06.03	17:43:00	4447.40	4451.29	4447.40	4449.85	281	0	29
2026.06.03	17:44:00	4449.88	4450.19	4447.46	4448.19	314	0	28
2026.06.03	17:45:00	4448.17	4450.43	4447.90	4449.95	302	0	26
2026.06.03	17:46:00	4449.94	4450.99	4449.52	4450.60	259	0	25
2026.06.03	17:47:00	4450.61	4452.97	4450.21	4452.71	275	0	28
2026.06.03	17:48:00	4452.72	4453.66	4452.37	4453.59	264	0	29
2026.06.03	17:49:00	4453.60	4455.04	4453.04	4454.07	285	0	26
2026.06.03	17:50:00	4453.91	4454.43	4450.71	4451.03	296	0	30
2026.06.03	17:51:00	4451.02	4457.51	4451.02	4456.11	433	0	29
2026.06.03	17:52:00	4456.16	4456.16	4454.18	4454.98	300	0	29
2026.06.03	17:53:00	4455.03	4459.34	4454.42	4458.09	373	0	29
2026.06.03	17:54:00	4458.14	4459.50	4457.99	4458.73	330	0	29
2026.06.03	17:55:00	4458.70	4458.94	4456.98	4457.00	296	0	28
2026.06.03	17:56:00	4457.07	4457.70	4455.92	4455.92	312	0	26
2026.06.03	17:57:00	4455.96	4458.38	4455.36	4457.32	316	0	27
2026.06.03	17:58:00	4457.35	4458.19	4456.41	4456.57	283	0	29
2026.06.03	17:59:00	4456.62	4457.16	4455.54	4457.07	270	0	27
2026.06.03	18:00:00	4457.17	4458.26	4456.42	4456.86	303	0	27
2026.06.03	18:01:00	4456.89	4458.29	4456.70	4456.75	265	0	27
2026.06.03	18:02:00	4456.78	4456.98	4455.47	4456.03	291	0	30
2026.06.03	18:03:00	4456.04	4456.43	4453.90	4455.14	255	0	29
2026.06.03	18:04:00	4455.13	4455.13	4452.71	4452.81	309	0	24
2026.06.03	18:05:00	4452.82	4452.99	4449.99	4450.23	342	0	24
2026.06.03	18:06:00	4450.24	4451.03	4449.21	4449.22	317	0	29
2026.06.03	18:07:00	4449.21	4450.53	4447.98	4447.99	370	0	25
2026.06.03	18:08:00	4448.01	4451.44	4448.01	4450.95	317	0	29
2026.06.03	18:09:00	4450.90	4450.90	4449.00	4449.13	301	0	26
2026.06.03	18:10:00	4449.03	4451.52	4448.34	4451.51	300	0	29
2026.06.03	18:11:00	4451.54	4451.98	4449.83	4449.90	266	0	29
2026.06.03	18:12:00	4449.81	4450.51	4445.82	4446.44	363	0	27
2026.06.03	18:13:00	4446.50	4447.15	4445.82	4447.12	302	0	30
2026.06.03	18:14:00	4447.11	4447.45	4444.90	4445.85	307	0	28
2026.06.03	18:15:00	4445.74	4447.26	4445.74	4446.57	317	0	30
2026.06.03	18:16:00	4446.38	4449.52	4446.07	4449.30	372	0	28
2026.06.03	18:17:00	4449.33	4449.33	4446.93	4447.29	371	0	29
2026.06.03	18:18:00	4447.37	4450.80	4447.08	4450.26	396	0	29
2026.06.03	18:19:00	4450.20	4450.76	4445.10	4445.64	409	0	29
2026.06.03	18:20:00	4445.66	4446.41	4443.56	4443.57	417	0	26
2026.06.03	18:21:00	4443.60	4445.10	4443.13	4445.08	357	0	26
2026.06.03	18:22:00	4445.09	4445.10	4441.38	4441.38	410	0	26
2026.06.03	18:23:00	4441.28	4441.70	4439.43	4441.63	382	0	26
2026.06.03	18:24:00	4441.66	4443.35	4441.07	4443.02	382	0	26
2026.06.03	18:25:00	4443.07	4443.07	4439.96	4440.10	340	0	26
2026.06.03	18:26:00	4440.13	4441.09	4439.83	4440.85	346	0	24
2026.06.03	18:27:00	4440.79	4444.27	4440.59	4444.18	357	0	26
2026.06.03	18:28:00	4444.16	4444.16	4440.54	4442.08	366	0	24
2026.06.03	18:29:00	4442.05	4445.09	4441.99	4445.09	341	0	26
2026.06.03	18:30:00	4444.91	4445.43	4443.35	4445.06	444	0	26
2026.06.03	18:31:00	4445.08	4445.48	4442.85	4443.61	357	0	26
2026.06.03	18:32:00	4443.63	4444.53	4442.95	4443.39	324	0	26
2026.06.03	18:33:00	4443.38	4443.64	4441.72	4442.10	331	0	29
2026.06.03	18:34:00	4442.14	4442.34	4440.40	4440.97	280	0	28
2026.06.03	18:35:00	4440.94	4442.27	4440.41	4441.94	268	0	27
2026.06.03	18:36:00	4441.92	4442.64	4440.95	4440.95	256	0	26
2026.06.03	18:37:00	4440.80	4441.79	4436.64	4437.23	338	0	28
2026.06.03	18:38:00	4437.24	4439.52	4437.24	4438.94	343	0	24
2026.06.03	18:39:00	4438.92	4439.65	4438.72	4439.01	222	0	28
2026.06.03	18:40:00	4439.03	4440.77	4438.80	4439.26	234	0	28
2026.06.03	18:41:00	4439.24	4440.71	4438.30	4440.01	276	0	24
2026.06.03	18:42:00	4440.00	4441.61	4440.00	4440.80	242	0	29
2026.06.03	18:43:00	4440.74	4442.19	4440.32	4442.07	257	0	24
2026.06.03	18:44:00	4442.02	4442.06	4439.99	4440.05	234	0	29
2026.06.03	18:45:00	4439.96	4441.53	4439.59	4440.01	227	0	29
2026.06.03	18:46:00	4439.97	4440.19	4437.96	4438.27	241	0	28
2026.06.03	18:47:00	4438.23	4440.12	4438.23	4439.96	237	0	27
2026.06.03	18:48:00	4439.93	4441.56	4439.93	4440.87	225	0	29
2026.06.03	18:49:00	4440.82	4442.12	4440.50	4441.66	190	0	29
2026.06.03	18:50:00	4441.42	4443.65	4441.30	4442.50	274	0	27
2026.06.03	18:51:00	4442.52	4443.11	4441.65	4441.69	170	0	29
2026.06.03	18:52:00	4441.65	4441.99	4439.93	4440.91	209	0	30
2026.06.03	18:53:00	4440.89	4441.96	4440.39	4440.61	197	0	30
2026.06.03	18:54:00	4440.62	4441.56	4440.43	4441.13	210	0	30
2026.06.03	18:55:00	4441.03	4442.81	4440.60	4442.59	235	0	30
2026.06.03	18:56:00	4442.56	4442.58	4440.97	4441.16	210	0	30
2026.06.03	18:57:00	4441.13	4441.90	4440.80	4441.38	189	0	26
2026.06.03	18:58:00	4441.37	4441.99	4441.31	4441.70	223	0	26
2026.06.03	18:59:00	4441.75	4442.49	4441.51	4442.13	256	0	26
2026.06.03	19:00:00	4442.26	4443.06	4441.61	4442.23	293	0	26
2026.06.03	19:01:00	4442.05	4442.05	4439.67	4440.55	287	0	26
2026.06.03	19:02:00	4440.51	4441.65	4440.15	4441.02	231	0	24
2026.06.03	19:03:00	4441.05	4442.39	4440.56	4441.81	268	0	26
2026.06.03	19:04:00	4441.78	4442.78	4441.22	4442.78	249	0	26
2026.06.03	19:05:00	4442.77	4443.83	4442.29	4442.78	317	0	26
2026.06.03	19:06:00	4442.75	4442.98	4441.60	4441.86	263	0	26
2026.06.03	19:07:00	4441.86	4441.89	4437.13	4438.22	340	0	25
2026.06.03	19:08:00	4438.23	4439.95	4437.91	4438.44	299	0	26
2026.06.03	19:09:00	4438.46	4440.21	4438.41	4439.33	220	0	28
2026.06.03	19:10:00	4439.35	4439.43	4437.28	4439.27	318	0	29
2026.06.03	19:11:00	4439.31	4439.93	4438.92	4439.50	256	0	29
2026.06.03	19:12:00	4439.54	4440.58	4439.45	4440.43	204	0	24
2026.06.03	19:13:00	4440.42	4440.42	4438.45	4438.47	178	0	29
2026.06.03	19:14:00	4438.49	4439.59	4438.49	4439.15	201	0	25
2026.06.03	19:15:00	4439.12	4439.78	4438.51	4439.01	204	0	26
2026.06.03	19:16:00	4438.95	4440.94	4438.83	4440.74	194	0	27
2026.06.03	19:17:00	4440.76	4441.25	4438.54	4438.57	229	0	27
2026.06.03	19:18:00	4438.54	4438.58	4436.57	4436.91	280	0	29
2026.06.03	19:19:00	4436.90	4438.66	4436.86	4438.59	267	0	29
2026.06.03	19:20:00	4438.56	4438.56	4436.76	4436.79	223	0	29
2026.06.03	19:21:00	4436.78	4437.99	4436.52	4437.99	248	0	26
2026.06.03	19:22:00	4437.98	4439.73	4437.64	4438.49	319	0	28
2026.06.03	19:23:00	4438.57	4438.57	4435.01	4435.40	297	0	29
2026.06.03	19:24:00	4435.30	4436.24	4434.03	4436.13	291	0	29
2026.06.03	19:25:00	4436.09	4437.28	4435.65	4437.28	361	0	24
2026.06.03	19:26:00	4437.26	4437.67	4436.76	4436.83	308	0	27
2026.06.03	19:27:00	4436.79	4437.08	4433.77	4436.16	317	0	28
2026.06.03	19:28:00	4436.21	4437.58	4436.00	4436.74	276	0	29
2026.06.03	19:29:00	4436.64	4437.78	4436.35	4437.56	238	0	28
2026.06.03	19:30:00	4437.50	4439.36	4437.12	4438.16	284	0	29
2026.06.03	19:31:00	4438.17	4440.17	4438.07	4439.36	316	0	28
2026.06.03	19:32:00	4439.37	4440.66	4438.81	4439.73	290	0	27
2026.06.03	19:33:00	4439.68	4439.95	4438.42	4439.34	227	0	24
2026.06.03	19:34:00	4439.43	4440.54	4439.31	4440.23	213	0	28
2026.06.03	19:35:00	4440.21	4440.32	4438.50	4438.64	199	0	27
2026.06.03	19:36:00	4438.71	4439.17	4438.08	4438.66	308	0	27
2026.06.03	19:37:00	4438.63	4439.26	4437.53	4437.75	232	0	24
2026.06.03	19:38:00	4437.77	4438.01	4437.08	4437.35	234	0	27
2026.06.03	19:39:00	4437.33	4437.72	4436.14	4436.17	201	0	27
2026.06.03	19:40:00	4436.11	4437.89	4435.76	4437.29	196	0	26
2026.06.03	19:41:00	4437.31	4438.08	4436.53	4436.63	257	0	24
2026.06.03	19:42:00	4436.62	4437.23	4436.44	4436.48	238	0	26
2026.06.03	19:43:00	4436.46	4437.31	4435.30	4436.82	292	0	26
2026.06.03	19:44:00	4436.79	4438.98	4436.77	4438.90	236	0	26
2026.06.03	19:45:00	4438.90	4440.32	4437.66	4438.56	287	0	25
2026.06.03	19:46:00	4438.67	4438.93	4437.50	4438.75	271	0	26
2026.06.03	19:47:00	4438.72	4440.07	4437.93	4439.78	259	0	24
2026.06.03	19:48:00	4439.75	4440.25	4438.47	4439.67	215	0	24
2026.06.03	19:49:00	4439.72	4439.72	4437.78	4437.93	216	0	26
2026.06.03	19:50:00	4437.92	4439.42	4437.49	4439.40	177	0	26
2026.06.03	19:51:00	4439.38	4439.56	4437.82	4438.26	191	0	26
2026.06.03	19:52:00	4438.23	4439.43	4436.91	4439.14	231	0	24
2026.06.03	19:53:00	4439.08	4439.19	4437.08	4437.54	250	0	24
2026.06.03	19:54:00	4437.66	4438.71	4437.66	4437.96	192	0	29
2026.06.03	19:55:00	4437.95	4439.15	4437.31	4437.70	181	0	24
2026.06.03	19:56:00	4437.77	4439.32	4437.77	4439.19	172	0	28
2026.06.03	19:57:00	4439.17	4442.64	4439.09	4442.42	250	0	24
2026.06.03	19:58:00	4442.09	4442.71	4441.54	4441.72	260	0	24
2026.06.03	19:59:00	4441.76	4442.43	4441.12	4441.81	214	0	28
2026.06.03	20:00:00	4442.04	4443.52	4441.65	4443.04	285	0	24
2026.06.03	20:01:00	4443.10	4444.88	4443.06	4443.68	236	0	24
2026.06.03	20:02:00	4443.65	4444.10	4442.59	4443.98	221	0	29
2026.06.03	20:03:00	4443.99	4444.84	4443.99	4444.51	207	0	27
2026.06.03	20:04:00	4444.52	4444.85	4444.20	4444.55	236	0	29
2026.06.03	20:05:00	4444.46	4445.10	4443.82	4443.98	247	0	28
2026.06.03	20:06:00	4443.99	4444.36	4443.23	4444.35	264	0	27
2026.06.03	20:07:00	4444.38	4445.85	4443.87	4445.22	329	0	27
2026.06.03	20:08:00	4445.26	4446.17	4445.16	4445.60	279	0	27
2026.06.03	20:09:00	4445.58	4448.41	4445.40	4446.97	306	0	24
2026.06.03	20:10:00	4446.95	4447.18	4446.20	4446.30	215	0	28
2026.06.03	20:11:00	4446.31	4446.66	4445.11	4445.49	210	0	27
2026.06.03	20:12:00	4445.53	4445.81	4443.87	4444.17	198	0	26
2026.06.03	20:13:00	4444.15	4444.34	4441.58	4441.76	271	0	29
2026.06.03	20:14:00	4441.74	4442.95	4441.64	4441.81	265	0	28
2026.06.03	20:15:00	4441.91	4443.38	4441.64	4443.10	244	0	28
2026.06.03	20:16:00	4443.13	4443.33	4442.56	4443.06	171	0	25
2026.06.03	20:17:00	4442.97	4442.97	4441.33	4441.87	247	0	29
2026.06.03	20:18:00	4441.81	4442.46	4441.70	4441.70	198	0	27
2026.06.03	20:19:00	4441.73	4442.78	4441.69	4442.39	199	0	27
2026.06.03	20:20:00	4442.38	4442.65	4441.04	4441.08	193	0	26
2026.06.03	20:21:00	4441.07	4441.86	4440.07	4441.74	176	0	28
2026.06.03	20:22:00	4441.79	4441.84	4440.51	4441.16	139	0	28
2026.06.03	20:23:00	4441.13	4442.04	4440.94	4442.04	159	0	28
2026.06.03	20:24:00	4442.22	4442.22	4441.52	4441.98	240	0	30
2026.06.03	20:25:00	4442.00	4442.79	4441.21	4441.48	188	0	28
2026.06.03	20:26:00	4441.50	4441.88	4441.12	4441.75	144	0	24
2026.06.03	20:27:00	4441.76	4442.08	4440.87	4440.91	105	0	29
2026.06.03	20:28:00	4440.95	4441.15	4438.97	4439.23	192	0	24
2026.06.03	20:29:00	4439.22	4439.74	4437.83	4438.95	364	0	26
2026.06.03	20:30:00	4438.89	4438.89	4435.51	4435.60	259	0	26
2026.06.03	20:31:00	4435.62	4437.57	4435.58	4437.39	216	0	28
2026.06.03	20:32:00	4437.32	4437.59	4436.43	4437.59	172	0	28
2026.06.03	20:33:00	4437.59	4439.97	4437.30	4439.88	241	0	25
2026.06.03	20:34:00	4439.87	4440.57	4439.38	4439.88	207	0	27
2026.06.03	20:35:00	4439.86	4440.29	4438.88	4439.81	155	0	24
2026.06.03	20:36:00	4439.82	4439.89	4438.63	4438.83	115	0	28
2026.06.03	20:37:00	4438.82	4438.91	4437.92	4438.91	169	0	26
2026.06.03	20:38:00	4438.88	4439.15	4438.58	4438.95	170	0	27
2026.06.03	20:39:00	4438.96	4440.30	4438.94	4440.15	162	0	27
2026.06.03	20:40:00	4440.12	4440.12	4439.59	4439.91	164	0	28
2026.06.03	20:41:00	4439.82	4440.65	4439.30	4440.61	166	0	29
2026.06.03	20:42:00	4440.74	4442.17	4440.43	4440.56	230	0	28
2026.06.03	20:43:00	4440.61	4441.38	4440.61	4441.18	111	0	27
2026.06.03	20:44:00	4441.20	4441.27	4440.19	4440.48	153	0	29
2026.06.03	20:45:00	4440.47	4440.78	4439.48	4439.48	202	0	28
2026.06.03	20:46:00	4439.50	4440.32	4438.92	4439.05	210	0	27
2026.06.03	20:47:00	4439.04	4439.72	4438.68	4438.68	151	0	26
2026.06.03	20:48:00	4438.69	4439.28	4438.30	4438.30	149	0	27
2026.06.03	20:49:00	4438.29	4438.69	4437.69	4438.14	190	0	27
2026.06.03	20:50:00	4438.16	4438.45	4437.83	4438.25	127	0	29
2026.06.03	20:51:00	4438.24	4439.58	4438.21	4438.94	167	0	27
2026.06.03	20:52:00	4438.91	4439.37	4438.69	4439.19	161	0	26
2026.06.03	20:53:00	4439.23	4439.28	4438.59	4438.67	162	0	26
2026.06.03	20:54:00	4438.63	4438.72	4436.85	4437.91	221	0	24
2026.06.03	20:55:00	4437.94	4438.35	4437.69	4438.35	181	0	26
2026.06.03	20:56:00	4438.36	4439.29	4438.19	4438.58	105	0	27
2026.06.03	20:57:00	4438.60	4438.91	4438.12	4438.39	109	0	24
2026.06.03	20:58:00	4438.38	4438.93	4438.04	4438.61	123	0	26
2026.06.03	20:59:00	4438.65	4439.18	4438.50	4438.93	130	0	26
2026.06.03	21:00:00	4438.96	4439.46	4438.03	4438.23	191	0	25
2026.06.03	21:01:00	4438.22	4439.74	4438.22	4439.44	146	0	29
2026.06.03	21:02:00	4439.45	4439.72	4439.22	4439.52	156	0	27
2026.06.03	21:03:00	4439.56	4440.45	4439.40	4440.39	227	0	28
2026.06.03	21:04:00	4440.35	4440.46	4439.36	4439.36	250	0	26
2026.06.03	21:05:00	4439.41	4439.42	4438.37	4438.50	181	0	29
2026.06.03	21:06:00	4438.56	4439.20	4438.32	4438.48	154	0	29
2026.06.03	21:07:00	4438.44	4438.44	4437.74	4437.89	189	0	29
2026.06.03	21:08:00	4437.90	4438.24	4436.29	4436.75	197	0	29
2026.06.03	21:09:00	4436.77	4437.60	4436.77	4437.44	158	0	28
2026.06.03	21:10:00	4437.43	4438.50	4437.16	4438.41	181	0	30
2026.06.03	21:11:00	4438.39	4438.45	4437.50	4437.97	162	0	29
2026.06.03	21:12:00	4437.99	4438.08	4437.12	4437.16	125	0	30
2026.06.03	21:13:00	4437.29	4437.47	4436.42	4436.59	195	0	29
2026.06.03	21:14:00	4436.54	4436.82	4435.44	4436.82	173	0	28
2026.06.03	21:15:00	4436.84	4436.87	4435.82	4436.65	127	0	26
2026.06.03	21:16:00	4436.63	4436.75	4435.50	4436.03	162	0	26
2026.06.03	21:17:00	4436.00	4437.43	4436.00	4437.12	171	0	27
2026.06.03	21:18:00	4437.14	4437.49	4437.12	4437.23	190	0	29
2026.06.03	21:19:00	4437.25	4437.94	4437.09	4437.94	108	0	29
2026.06.03	21:20:00	4437.95	4438.03	4435.13	4437.52	237	0	24
2026.06.03	21:21:00	4437.48	4437.74	4437.11	4437.72	125	0	28
2026.06.03	21:22:00	4437.74	4438.44	4437.56	4438.16	191	0	28
2026.06.03	21:23:00	4438.20	4439.19	4438.20	4438.69	256	0	29
2026.06.03	21:24:00	4438.70	4439.13	4438.68	4438.90	231	0	29
2026.06.03	21:25:00	4438.89	4439.04	4438.39	4438.74	297	0	26
2026.06.03	21:26:00	4438.73	4439.95	4438.73	4439.88	223	0	27
2026.06.03	21:27:00	4439.87	4440.30	4439.61	4440.26	213	0	26
2026.06.03	21:28:00	4440.21	4440.61	4439.55	4439.75	249	0	29
2026.06.03	21:29:00	4439.72	4440.26	4439.50	4440.11	267	0	27
2026.06.03	21:30:00	4440.01	4442.47	4440.01	4441.36	152	0	25
2026.06.03	21:31:00	4441.38	4441.58	4439.64	4440.22	184	0	26
2026.06.03	21:32:00	4440.30	4440.94	4440.25	4440.89	153	0	26
2026.06.03	21:33:00	4440.98	4441.44	4439.27	4439.87	206	0	24
2026.06.03	21:34:00	4439.90	4440.28	4438.70	4438.70	189	0	24
2026.06.03	21:35:00	4438.86	4438.90	4436.86	4437.27	236	0	26
2026.06.03	21:36:00	4437.28	4439.05	4437.25	4438.56	250	0	24
2026.06.03	21:37:00	4438.57	4439.23	4438.38	4439.01	160	0	26
2026.06.03	21:38:00	4439.03	4439.24	4438.55	4438.98	176	0	26
2026.06.03	21:39:00	4439.02	4439.03	4438.35	4438.45	137	0	24
2026.06.03	21:40:00	4438.48	4438.54	4437.32	4437.72	183	0	26
2026.06.03	21:41:00	4437.74	4440.15	4437.67	4440.12	206	0	25
2026.06.03	21:42:00	4440.11	4440.25	4439.86	4440.00	127	0	26
2026.06.03	21:43:00	4440.05	4440.13	4439.36	4439.55	194	0	24
2026.06.03	21:44:00	4439.52	4440.20	4439.41	4439.89	166	0	26
2026.06.03	21:45:00	4439.90	4441.28	4439.57	4440.89	182	0	26
2026.06.03	21:46:00	4440.91	4441.12	4440.45	4440.55	162	0	26
2026.06.03	21:47:00	4440.63	4441.67	4440.18	4441.46	152	0	26
2026.06.03	21:48:00	4441.54	4441.79	4441.17	4441.22	146	0	24
2026.06.03	21:49:00	4441.22	4441.22	4439.84	4439.93	148	0	26
2026.06.03	21:50:00	4439.90	4440.66	4439.73	4440.39	153	0	26
2026.06.03	21:51:00	4440.37	4440.86	4440.04	4440.42	171	0	26
2026.06.03	21:52:00	4440.35	4440.54	4440.08	4440.14	153	0	24
2026.06.03	21:53:00	4440.16	4440.33	4439.92	4440.15	99	0	26
2026.06.03	21:54:00	4440.20	4440.71	4440.04	4440.20	147	0	28
2026.06.03	21:55:00	4440.15	4440.38	4439.67	4440.09	126	0	29
2026.06.03	21:56:00	4440.12	4440.64	4439.96	4440.07	120	0	29
2026.06.03	21:57:00	4440.11	4440.72	4439.72	4440.56	134	0	24
2026.06.03	21:58:00	4440.54	4442.11	4440.51	4441.85	120	0	28
2026.06.03	21:59:00	4441.89	4442.79	4441.68	4442.00	143	0	24
2026.06.03	22:00:00	4441.95	4442.48	4441.38	4442.40	209	0	26
2026.06.03	22:01:00	4442.40	4443.36	4441.69	4443.36	185	0	24
2026.06.03	22:02:00	4443.34	4446.29	4443.30	4446.29	201	0	24
2026.06.03	22:03:00	4446.28	4446.50	4445.52	4446.16	217	0	26
2026.06.03	22:04:00	4446.15	4449.26	4445.38	4449.07	270	0	24
2026.06.03	22:05:00	4449.11	4449.72	4448.13	4449.09	177	0	27
2026.06.03	22:06:00	4449.12	4449.20	4447.84	4448.40	171	0	27
2026.06.03	22:07:00	4448.41	4448.75	4447.16	4448.45	124	0	28
2026.06.03	22:08:00	4448.49	4449.24	4448.16	4448.80	136	0	26
2026.06.03	22:09:00	4448.78	4448.78	4447.46	4447.74	118	0	29
2026.06.03	22:10:00	4447.83	4448.41	4447.28	4447.61	170	0	24
2026.06.03	22:11:00	4447.63	4447.99	4446.85	4447.48	192	0	24
2026.06.03	22:12:00	4447.44	4447.81	4447.19	4447.53	184	0	27
2026.06.03	22:13:00	4447.50	4448.17	4447.12	4447.98	194	0	29
2026.06.03	22:14:00	4448.01	4449.85	4447.90	4449.69	161	0	26
2026.06.03	22:15:00	4449.70	4450.62	4449.22	4450.35	180	0	27
2026.06.03	22:16:00	4450.52	4451.39	4448.91	4448.91	178	0	28
2026.06.03	22:17:00	4448.93	4451.97	4448.74	4450.98	252	0	27
2026.06.03	22:18:00	4451.00	4451.13	4450.49	4450.64	156	0	28
2026.06.03	22:19:00	4450.66	4451.58	4450.25	4451.43	180	0	29
2026.06.03	22:20:00	4451.44	4452.18	4451.24	4451.29	115	0	26
2026.06.03	22:21:00	4451.27	4451.28	4449.07	4449.65	195	0	27
2026.06.03	22:22:00	4449.67	4449.76	4448.36	4448.74	162	0	29
2026.06.03	22:23:00	4448.86	4448.99	4448.41	4448.58	161	0	27
2026.06.03	22:24:00	4448.54	4448.99	4447.85	4447.98	135	0	26
2026.06.03	22:25:00	4448.03	4448.54	4447.70	4448.39	165	0	29
2026.06.03	22:26:00	4448.33	4448.33	4447.84	4448.17	148	0	29
2026.06.03	22:27:00	4448.16	4448.18	4447.00	4447.32	163	0	28
2026.06.03	22:28:00	4447.34	4447.44	4446.50	4447.10	142	0	24
2026.06.03	22:29:00	4447.13	4448.15	4447.10	4447.96	132	0	24
2026.06.03	22:30:00	4448.04	4449.57	4447.99	4449.12	156	0	29
2026.06.03	22:31:00	4449.16	4449.58	4448.25	4448.44	168	0	28
2026.06.03	22:32:00	4448.49	4448.53	4447.34	4447.81	199	0	29
2026.06.03	22:33:00	4447.79	4448.58	4447.67	4447.93	154	0	24
2026.06.03	22:34:00	4448.02	4448.53	4448.00	4448.37	106	0	26
2026.06.03	22:35:00	4448.39	4448.82	4447.95	4448.72	151	0	26
2026.06.03	22:36:00	4448.71	4449.09	4448.17	4448.33	160	0	26
2026.06.03	22:37:00	4448.30	4448.51	4447.72	4448.21	167	0	24
2026.06.03	22:38:00	4448.22	4448.75	4447.80	4448.50	176	0	26
2026.06.03	22:39:00	4448.51	4448.54	4447.79	4447.79	155	0	26
2026.06.03	22:40:00	4447.71	4448.49	4446.83	4447.03	193	0	26
2026.06.03	22:41:00	4447.05	4448.73	4446.61	4448.34	184	0	26
2026.06.03	22:42:00	4448.32	4448.60	4447.41	4447.78	126	0	26
2026.06.03	22:43:00	4447.78	4447.82	4447.22	4447.30	77	0	24
2026.06.03	22:44:00	4447.29	4447.36	4446.80	4446.84	84	0	29
2026.06.03	22:45:00	4446.86	4446.88	4445.56	4445.68	179	0	26
2026.06.03	22:46:00	4445.72	4446.10	4445.20	4445.20	138	0	26
2026.06.03	22:47:00	4445.21	4445.73	4444.81	4445.63	112	0	28
2026.06.03	22:48:00	4445.59	4447.07	4445.57	4446.88	115	0	27
2026.06.03	22:49:00	4446.86	4447.25	4446.80	4446.85	58	0	26
2026.06.03	22:50:00	4446.84	4447.05	4445.08	4445.22	247	0	29
2026.06.03	22:51:00	4445.23	4445.71	4444.94	4445.22	152	0	29
2026.06.03	22:52:00	4445.33	4445.67	4445.11	4445.50	151	0	27
2026.06.03	22:53:00	4445.49	4446.54	4445.33	4446.41	201	0	29
2026.06.03	22:54:00	4446.34	4446.40	4445.36	4445.43	223	0	29
2026.06.03	22:55:00	4444.83	4445.21	4443.41	4444.30	254	0	26
2026.06.03	22:56:00	4444.30	4445.20	4444.30	4444.60	156	0	24
2026.06.03	22:57:00	4444.77	4444.86	4443.67	4444.16	243	0	24
2026.06.03	22:58:00	4444.14	4444.14	4443.01	4443.22	216	0	24
2026.06.03	22:59:00	4443.19	4444.29	4443.04	4443.84	290	0	26
2026.06.03	23:00:00	4443.72	4445.30	4443.70	4444.75	196	0	26
2026.06.03	23:01:00	4444.77	4445.01	4443.61	4443.64	120	0	24
2026.06.03	23:02:00	4443.62	4443.96	4442.08	4442.33	143	0	26
2026.06.03	23:03:00	4442.35	4443.32	4442.29	4442.35	143	0	26
2026.06.03	23:04:00	4442.32	4442.76	4442.04	4442.09	136	0	26
2026.06.03	23:05:00	4442.07	4442.07	4438.55	4439.81	218	0	27
2026.06.03	23:06:00	4439.83	4440.28	4439.52	4440.19	121	0	29
2026.06.03	23:07:00	4440.24	4440.47	4439.90	4439.97	118	0	27
2026.06.03	23:08:00	4439.98	4440.78	4439.53	4439.80	107	0	27
2026.06.03	23:09:00	4439.77	4441.30	4439.19	4441.25	157	0	27
